CUT,TITLE,ARTIST,ALBUM,GROUP,ACTSTART,ACTDUR,DATE,
50344,Indoor Baseball 30,                                                            ,                                                            ,SHORTPSA,20:33:27,0:00:30,1/10/2026,
50391,All In One Tix Mainstream,AL Tourism Department                                       ,                                                            ,SHORTPSA,20:33:57,0:00:30,1/10/2026,
50142,Rental Assistance Mainstream,AL Housing                                                  ,                                                            ,LONGPSA,20:34:27,0:01:01,1/10/2026,
70940,Sneakin' (ft. 21 Savage),Drake                                                       ,MORE LIFE                                                   ,RAP,20:35:28,0:04:11,1/10/2026,
71028,Love Lost,Mac Miller                                                  ,                                                            ,RAP,20:39:39,0:02:43,1/10/2026,
70544,Diet Coke,Pusha T                                                     ,It's Almost Dry                                             ,RAP,20:42:22,0:03:00,1/10/2026,
47800,Rental Assistance Urban,AL Housing                                                  ,                                                            ,SHORTPSA,20:45:22,0:00:30,1/10/2026,
50125,ASC Get Rich 60,                                                            ,                                                            ,LONGPSA,20:45:52,0:01:01,1/10/2026,
50351,ADPH All Kids,ADPH                                                        ,                                                            ,SHORTPSA,20:46:53,0:00:30,1/10/2026,
70506,JoHn Muir,ScHoolboy Q                                                 ,Blank Face LP                                               ,RAP,20:47:23,0:03:39,1/10/2026,
71096,Settle Down (feat. Cory Henry & Ravyn Lenae),Smino                                                       ,Luv 4 Rent                                                  ,RAP,20:51:02,0:03:03,1/10/2026,
70583,Keep Watch,Wu-Tang Clan                                                ,                                                            ,RAP,20:54:05,0:04:16,1/10/2026,
50028,What's the Weather SID,Robin Williams                                              ,                                                            ,IDS,20:58:21,0:00:06,1/10/2026,
70712,Purity (feat. Frank Ocean),A$AP Rocky                                                  ,TESTING                                                     ,RAP,20:58:27,0:04:20,1/10/2026,
70900,Foot Fungus (Radio Edit),Ski Mask The Slump God                                      ,                                                            ,RAP,21:02:47,0:02:09,1/10/2026,
70850,F(r)iends,Avantdale Bowling Club                                      ,Avantdale Bowling Club                                      ,RAP,21:04:56,0:06:10,1/10/2026,
47937,Tiger Walk Ft Knuck,T-Will                                                      ,Undefeated                                                  ,RAP,21:11:06,0:03:57,1/10/2026,
50303,TigerDevPSA,                                                            ,                                                            ,SHORTPSA,21:15:03,0:00:32,1/10/2026,
50313,Don't Litter (P.A.L.S) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,21:15:35,0:00:30,1/10/2026,
50143,MADLIBS SPRING 25,MADLIBS and Wax Villain                                     ,                                                            ,LONGPSA,21:16:05,0:00:59,1/10/2026,
71072,Organic Rust,Alfa Mist                                                   ,Bring Backs                                                 ,RAP,21:17:04,0:04:35,1/10/2026,
70661,"Kick, Push",Lupe Fiasco                                                 ,Lupe Fiasco's Food & Liquor                                 ,RAP,21:21:39,0:04:12,1/10/2026,
70923,The Way Life Goes (Radio Edit),Lil Uzi Vert                                                ,Luv is Rage 2                                               ,RAP,21:25:51,0:03:41,1/10/2026,
71038,Workinonit,J Dilla                                                     ,Donuts                                                      ,RAP,21:29:32,0:02:57,1/10/2026,
50315,ISSUEVOTER PSA 02,ISSUEVOTER AND [CASEY]                                      ,                                                            ,SHORTPSA,21:32:29,0:00:30,1/10/2026,
50311,Multiple Sclerosis 30,                                                            ,                                                            ,SHORTPSA,21:32:59,0:00:32,1/10/2026,
50107,Dr Phil 60,                                                            ,                                                            ,LONGPSA,21:33:31,0:01:00,1/10/2026,
70612,Clones,The Roots                                                   ,Illadelph Halflife                                          ,RAP,21:34:31,0:05:03,1/10/2026,
70555,Bonfire,Childish Gambino                                            ,                                                            ,RAP,21:39:34,0:03:12,1/10/2026,
71068,PROM / KING,Saba                                                        ,CARE FOR ME                                                 ,RAP,21:42:46,0:07:24,1/10/2026,
50337,VitAL Connect Alabama,VitAL                                                       ,                                                            ,SHORTPSA,21:50:10,0:00:30,1/10/2026,
50110,Stay Sharp (Marcia Gay Harden) 60,Gov PSA                                                     ,                                                            ,LONGPSA,21:50:40,0:01:02,1/10/2026,
50331,Feed the Pig (Overboard) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,21:51:42,0:00:30,1/10/2026,
70840,Break in the Action (with MF DOOM),CZARFACE                                                    ,Super What?                                                 ,RAP,21:52:12,0:02:30,1/10/2026,
70681,Selfish (Radio),Slum Village                                                ,                                                            ,RAP,21:54:42,0:03:42,1/10/2026,
50062,Incredibles SID,Syndrome                                                    ,                                                            ,IDS,21:58:24,0:00:10,1/10/2026,
70519,Ric Flair Drip (with Metro Boomin),Offset                                                      ,Without Warning                                             ,RAP,21:58:34,0:02:53,1/10/2026,
71033,Kody Blu 31,JID                                                         ,The Forever Story                                           ,RAP,22:01:27,0:03:45,1/10/2026,
70837,Arrival,The Alchemist                                               ,Israeli Salad                                               ,RAP,22:05:12,0:01:35,1/10/2026,
70865,Let Go My Hand ft. Bas & 6lack,J. Cole                                                     ,                                                            ,RAP,22:06:47,0:04:26,1/10/2026,
50322,Stay Sharp (Marcia Gay Harden) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,22:11:13,0:00:33,1/10/2026,
50314,Typical Day Before (Hurricane) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,22:11:46,0:00:30,1/10/2026,
50137,Mortgage Assist Mainstream 60,                                                            ,                                                            ,LONGPSA,22:12:16,0:01:00,1/10/2026,
70766,How Does It Feel_ (Clean),Pharell Williams                                            ,                                                            ,RAP,22:13:16,0:03:35,1/10/2026,
71040,Put Your Handz Up,The Whooliganz                                              ,                                                            ,RAP,22:16:51,0:03:32,1/10/2026,
71097,Miles Davis,Blu                                                         ,                                                            ,RAP,22:20:23,0:04:30,1/10/2026,
71169,Sometimes,Black Thought & Danger Mouse                                ,Cheat Codes                                                 ,RAP,22:24:53,0:02:10,1/10/2026,
50390,All In One Tix Urban,AL Tourism Department                                       ,                                                            ,SHORTPSA,22:27:03,0:00:30,1/10/2026,
50324,Stroke Awareness (Party) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,22:27:33,0:00:30,1/10/2026,
50134,Compact Discourse 1 60s,                                                            ,                                                            ,LONGPSA,22:28:03,0:01:04,1/10/2026,
70672,DIET,Denzel Curry                                                ,UNLOCKED                                                    ,RAP,22:29:07,0:02:19,1/10/2026,
70706,Movin Backwards,A Tribe Called Quest                                        ,We got it from Here... Thank You 4 Your service             ,RAP,22:31:26,0:04:42,1/10/2026,
70855,Peloton (Radio Edit),IDK                                                         ,                                                            ,RAP,22:36:08,0:03:35,1/10/2026,
50392,Coming Around,AL Clean Fuels Coalition                                    ,                                                            ,SHORTPSA,22:39:43,0:00:30,1/10/2026,
50140,LEAD Tiger Roar Long PSA,RAE!                                                        ,                                                            ,LONGPSA,22:40:13,0:00:59,1/10/2026,
50305,PetersonFarm,811,                                                            ,SHORTPSA,22:41:12,0:00:30,1/10/2026,
71163,Stoned,Mac Miller                                                  ,Balloonerism                                                ,RAP,22:41:42,0:04:03,1/10/2026,
70620,"Crutches, Crosses, Caskets",Pusha T                                                     ,King Push - Darkest Before Dawn: The Prelude                ,RAP,22:45:45,0:02:25,1/10/2026,
70832,Avalanche (feat. Smino),reggie                                                      ,                                                            ,RAP,22:48:10,0:02:27,1/10/2026,
71005,John Woo Flick (feat. Benny The Butcher & Westside Gunn),Conway The Machine                                          ,God Don't Make Mistakes                                     ,RAP,22:50:37,0:04:44,1/10/2026,
50333,Drumline (Abuse Recovery) 30,                                                            ,                                                            ,SHORTPSA,23:13:00,0:00:30,1/10/2026,
50147,LEAD Long PSA,RAE!                                                        ,                                                            ,LONGPSA,23:13:30,0:01:16,1/10/2026,
50300,811CBYD,811,                                                            ,SHORTPSA,23:14:46,0:00:30,1/10/2026,
50316,AUAW At Work Phase II,                                                            ,                                                            ,SHORTPSA,23:35:23,0:00:30,1/10/2026,
50309,Funky Chicken 30,Gov PSA                                                     ,                                                            ,SHORTPSA,23:35:53,0:00:30,1/10/2026,
50354,ADHR Elder Neglect,Adult Protective Services                                   ,                                                            ,SHORTPSA,23:36:23,0:00:30,1/10/2026,
50349,Dr. Hepcat Show Promo _mixdown,                                                            ,                                                            ,SHORTPSA,23:36:53,0:00:27,1/10/2026,
50120,Short Shorts 60,                                                            ,                                                            ,LONGPSA,23:50:21,0:01:01,1/10/2026,
50115,CDC Tips2 Tiffany Radio 60 psa,                                                            ,                                                            ,LONGPSA,23:51:22,0:01:00,1/10/2026,
50326,Buzzed Driving (Online Dating) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,0:06:13,0:00:30,1/11/2026,
50338,Time Machine 30,                                                            ,                                                            ,SHORTPSA,0:06:43,0:00:30,1/11/2026,
50121,Attention Men 60,                                                            ,                                                            ,LONGPSA,0:07:13,0:01:01,1/11/2026,
50044,Hit to Hit Back to Back SID,Unknown artist                                              ,Unknown album (10/22/2020 8:55:57 AM)                       ,IDS,0:08:14,0:00:09,1/11/2026,
55393,Drive Blind,Ride                                                        ,Creation Records: Internationa                              ,ALTROCK,0:08:23,0:04:42,1/11/2026,
55306,Analog Sentimentalism,Parannoul                                                   ,To See the Next Part of the Dream                           ,ALTROCK,0:13:05,0:04:24,1/11/2026,
55303,Come in,Weatherday                                                  ,Come in                                                     ,ALTROCK,0:17:29,0:01:36,1/11/2026,
55323,Younger Than You,Whirr                                                       ,Feels Like You                                              ,ALTROCK,0:19:05,0:04:29,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,0:23:35,0:00:04,1/11/2026,
50138,Coming Around,ALClean Fuels Coalition                                     ,                                                            ,LONGPSA,0:23:39,0:00:59,1/11/2026,
50144,KHARI LEE SESSIONS PSA,[CASEY]                                                     ,                                                            ,LONGPSA,0:24:38,0:00:48,1/11/2026,
55405,Grayscale,Basement                                                    ,I Wish I Could Stay Here                                    ,ALTROCK,0:25:26,0:02:30,1/11/2026,
55423,Your Screen Door,Title Fight                                                 ,Shed                                                        ,ALTROCK,0:27:56,0:02:08,1/11/2026,
55358,Escailles De Lune Pt. 1,Alcest                                                      ,Escailles De Lune                                           ,ALTROCK,0:30:04,0:09:47,1/11/2026,
55371,T.L.C. (TURNSTILE LOVE CONNECTION),Turnstile                                                   ,GLOW ON                                                     ,ALTROCK,0:39:51,0:01:41,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,0:41:32,0:00:05,1/11/2026,
50363,Mortgage Assist Mainstream 30,                                                            ,                                                            ,SHORTPSA,0:41:37,0:00:30,1/11/2026,
50396,Geo Club PSA,                                                            ,                                                            ,SHORTPSA,0:42:07,0:00:30,1/11/2026,
50114,CDC Tips1 Cessation Radio 60 psa,                                                            ,                                                            ,LONGPSA,0:42:37,0:01:01,1/11/2026,
50024,DONNY G STATION ID,[CASEY]                                                     ,                                                            ,IDS,0:43:38,0:00:17,1/11/2026,
55384,Something I Learned Today,Hüsker Dü                                                   ,Zen Arcade                                                  ,ALTROCK,0:43:55,0:02:00,1/11/2026,
55310,Dig Into Me,Superheaven                                                 ,Ours Is Chrome                                              ,ALTROCK,0:45:55,0:03:36,1/11/2026,
55352,Pale,Modern Color                                                ,From the Leaves of Your Garden                              ,ALTROCK,0:49:31,0:03:08,1/11/2026,
50367,Mortgage Assist Urban 30,                                                            ,                                                            ,SHORTPSA,0:52:39,0:00:31,1/11/2026,
50372,Amy National Guard Family,                                                            ,                                                            ,SHORTPSA,0:53:10,0:00:30,1/11/2026,
50257,LAWN DOG SESSIONS PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,0:53:40,0:00:26,1/11/2026,
50304,Opioid Abuse,NHHS                                                        ,                                                            ,SHORTPSA,0:54:06,0:00:30,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,0:54:36,0:00:05,1/11/2026,
55342,Talk To Me,The Band Silhouette                                         ,Madwind                                                     ,ALTROCK,0:54:41,0:04:07,1/11/2026,
50035,LAWN DOG ID,[CASEY]                                                     ,                                                            ,IDS,0:58:48,0:00:09,1/11/2026,
55330,Sugar For The Pill,Slowdive                                                    ,Slowdive                                                    ,ALTROCK,0:58:57,0:03:53,1/11/2026,
55356,Rest,Foo Fighters                                                ,But Here We Are                                             ,ALTROCK,1:02:50,0:05:29,1/11/2026,
55431,Poltergeist,Deftones                                                    ,Koi No Yokan                                                ,ALTROCK,1:08:19,0:03:31,1/11/2026,
55309,Had 2 Try,Hotline TNT                                                 ,Nineteen In Love                                            ,ALTROCK,1:11:50,0:03:12,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,1:15:02,0:00:05,1/11/2026,
50135,Drive Electric Future Is Here AL 60,AL Clean Fuels Coalition                                    ,                                                            ,LONGPSA,1:15:07,0:01:00,1/11/2026,
50113,LEAD Rolling Hills - First 56,Rae!                                                        ,                                                            ,LONGPSA,1:16:07,0:01:01,1/11/2026,
55315,Wonder If U Care,flyingfish                                                  ,Wonder If U Care - Single                                   ,ALTROCK,1:17:08,0:02:15,1/11/2026,
55397,I Wanna Be Adored,The Stone Roses                                             ,The Very Best of the Stone Roses                            ,ALTROCK,1:19:23,0:04:48,1/11/2026,
55332,2005,South Arcade                                                ,2005,ALTROCK,1:24:11,0:03:23,1/11/2026,
55375,Bad Mouth,Fugazi                                                      ,13 Songs                                                    ,ALTROCK,1:27:34,0:02:36,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,1:30:10,0:00:05,1/11/2026,
50317,Compact Discourse 1 30s,                                                            ,                                                            ,SHORTPSA,1:30:15,0:00:30,1/11/2026,
50319,ALDOT Drive Seatbelts EMT,                                                            ,                                                            ,SHORTPSA,1:30:45,0:00:30,1/11/2026,
50130,ASC Get Rich 60,                                                            ,                                                            ,LONGPSA,1:31:15,0:01:00,1/11/2026,
50005,AmericanPsychoSID,Patrick Bateman                                             ,                                                            ,IDS,1:32:15,0:00:15,1/11/2026,
55360,Void in Blue,Glare                                                       ,-single-                                                    ,ALTROCK,1:32:30,0:04:39,1/11/2026,
55326,Mandy,she's green                                                 ,Wisteria                                                    ,ALTROCK,1:37:09,0:03:47,1/11/2026,
55368,Closet,Fleshwater                                                  ,We're Not Here to Be Loved                                  ,ALTROCK,1:40:56,0:02:02,1/11/2026,
50329,Texting & Driving (Two At Once)  30,Gov PSA                                                     ,                                                            ,SHORTPSA,1:42:58,0:00:30,1/11/2026,
50394,Hip Hop Block PSA,                                                            ,                                                            ,SHORTPSA,1:43:28,0:00:30,1/11/2026,
50336,Terry Crews 30,                                                            ,                                                            ,SHORTPSA,1:43:58,0:00:30,1/11/2026,
50344,Indoor Baseball 30,                                                            ,                                                            ,SHORTPSA,1:44:29,0:00:30,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,1:44:59,0:00:04,1/11/2026,
55347,mystery man,Carmine Sun                                                 ,-single-                                                    ,ALTROCK,1:45:03,0:05:20,1/11/2026,
55444,Rooster,Alice In Chains                                             ,Dirt                                                        ,ALTROCK,1:50:23,0:06:14,1/11/2026,
55300,Mayonnaise,Smashing Pumpkins                                           ,Siamese Dream                                               ,ALTROCK,1:56:37,0:05:46,1/11/2026,
47858,CliffBoothID,                                                            ,                                                            ,IDS,2:02:23,0:00:14,1/11/2026,
55353,In April,Anxious                                                     ,Little Green House                                          ,ALTROCK,2:02:37,0:03:22,1/11/2026,
55308,Tom Violence,Sonic Youth                                                 ,EVOL                                                        ,ALTROCK,2:05:59,0:03:04,1/11/2026,
55389,Jackie Down The Line,Fontaines D.C.                                              ,Jackie Down The Line                                        ,ALTROCK,2:09:03,0:03:59,1/11/2026,
55401,Raining On Your Pillow,DIIV                                                        ,Frog in Boiling Water                                       ,ALTROCK,2:13:02,0:03:50,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,2:16:52,0:00:05,1/11/2026,
50124,ASC Natural Disaster 60,                                                            ,                                                            ,LONGPSA,2:16:57,0:01:00,1/11/2026,
50103,High School Referee 60,                                                            ,                                                            ,LONGPSA,2:17:57,0:01:01,1/11/2026,
55316,Scenic Beach,Seer Believer                                               ,Bent                                                        ,ALTROCK,2:18:58,0:03:49,1/11/2026,
55377,Gloria,Mineral                                                     ,The Power of Failing                                        ,ALTROCK,2:22:47,0:03:41,1/11/2026,
55351,Speaking With A Ghost,Citizen                                                     ,Youth                                                       ,ALTROCK,2:26:28,0:03:22,1/11/2026,
55336,Two Way Mirror,Loathe                                                      ,I Let It in and It Took Everything                          ,ALTROCK,2:29:50,0:05:01,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,2:34:51,0:00:05,1/11/2026,
50398,ISSUEVOTER PSA 01,ISSUEVOTER AND [CASEY]                                      ,                                                            ,SHORTPSA,2:34:56,0:00:30,1/11/2026,
50341,Matt Kenseth 30,                                                            ,                                                            ,SHORTPSA,2:35:26,0:00:30,1/11/2026,
50109,St. Jude Finding Family Broadcast 60,                                                            ,                                                            ,LONGPSA,2:35:56,0:00:59,1/11/2026,
50020,Simpsons Radio ID,Rae!                                                        ,                                                            ,IDS,2:36:55,0:00:11,1/11/2026,
55314,Inside Out,Duster                                                      ,Stratosphere                                                ,ALTROCK,2:37:06,0:02:21,1/11/2026,
55385,The Glory Of Man,Minutemen                                                   ,Double Nickels On The Dime                                  ,ALTROCK,2:39:27,0:02:57,1/11/2026,
55311,In on It,Superheaven                                                 ,Jar                                                         ,ALTROCK,2:42:24,0:03:21,1/11/2026,
50306,Sunscreen,FDA                                                         ,                                                            ,SHORTPSA,2:45:45,0:00:30,1/11/2026,
50339,Call A Friend,VA                                                          ,                                                            ,SHORTPSA,2:46:15,0:00:30,1/11/2026,
50382,ALW Eye on the Prize,                                                            ,                                                            ,SHORTPSA,2:46:45,0:00:30,1/11/2026,
50335,Boy Band_English_30,                                                            ,                                                            ,SHORTPSA,2:47:15,0:00:31,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,2:47:46,0:00:05,1/11/2026,
55407,Jacaranda,Modern Color                                                ,From the Leaves of Your Garden                              ,ALTROCK,2:47:51,0:01:44,1/11/2026,
55365,Tipareth,Billy Vincente                                              ,TMBTWIFSICBITTG                                             ,ALTROCK,2:49:35,0:03:09,1/11/2026,
55387,Generator,Turnstile                                                   ,Time & Space                                                ,ALTROCK,2:52:44,0:03:14,1/11/2026,
55370,Feel the Pressure,Drain                                                       ,California Cursed                                           ,ALTROCK,2:55:58,0:03:39,1/11/2026,
50064,Doofenshmirtz Nickel SID,Dr. Doof                                                    ,                                                            ,IDS,2:59:37,0:00:10,1/11/2026,
50365,ANG Make A Difference,Region 4                                                    ,                                                            ,SHORTPSA,3:11:11,0:00:30,1/11/2026,
50106,ALDOT Winter Weather,                                                            ,                                                            ,LONGPSA,3:11:41,0:01:01,1/11/2026,
50307,DHR Coach Bruce Pearl Adoption,DHR                                                         ,                                                            ,SHORTPSA,3:12:42,0:00:30,1/11/2026,
50361,COVID Fall 23 Camilla,ADPH                                                        ,                                                            ,SHORTPSA,3:25:01,0:00:29,1/11/2026,
50119,Rich Uncle 60,                                                            ,                                                            ,LONGPSA,3:25:31,0:00:59,1/11/2026,
50302,NEW Sound Psa Short,Rae!                                                        ,                                                            ,SHORTPSA,3:26:30,0:00:21,1/11/2026,
50342,This Is Why 30,                                                            ,                                                            ,SHORTPSA,3:44:06,0:00:30,1/11/2026,
50112,All Kids 2023,ADPH                                                        ,                                                            ,LONGPSA,3:44:36,0:01:00,1/11/2026,
50383,ALW Skill UP,                                                            ,                                                            ,SHORTPSA,3:45:36,0:00:30,1/11/2026,
50043,Vintage SID 1,Unknown artist                                              ,Unknown album (10/22/2020 8:55:57 AM)                       ,IDS,4:00:06,0:00:08,1/11/2026,
50353,Adult Foster Care,ALDHR                                                       ,                                                            ,SHORTPSA,4:13:08,0:00:30,1/11/2026,
50118,Rockstar 60,                                                            ,                                                            ,LONGPSA,4:13:38,0:00:58,1/11/2026,
50318,Choose Adoption 30,Gov PSA                                                     ,                                                            ,SHORTPSA,4:14:37,0:00:30,1/11/2026,
50385,WEGL SESSIONS PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,4:30:52,0:00:29,1/11/2026,
50132,UPC HOLIDAY LIGHTS PSA,[CASEY]                                                     ,                                                            ,LONGPSA,4:31:21,0:01:00,1/11/2026,
50350,MPox,ADPH                                                        ,                                                            ,SHORTPSA,4:32:21,0:00:31,1/11/2026,
50343,Tickle Fight 30,                                                            ,                                                            ,SHORTPSA,4:43:11,0:00:30,1/11/2026,
50111,Learning & Attention Issues (Siri) 60,Gov PSA                                                     ,                                                            ,LONGPSA,4:43:41,0:01:00,1/11/2026,
50323,Quit Smoking 30,                                                            ,                                                            ,SHORTPSA,4:44:41,0:00:31,1/11/2026,
50056,FNAF SID (2),Phone Guy                                                   ,                                                            ,IDS,5:01:06,0:00:14,1/11/2026,
50325,Kids' Oral Health (Manners) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,5:17:47,0:00:30,1/11/2026,
50111,Learning & Attention Issues (Siri) 60,Gov PSA                                                     ,                                                            ,LONGPSA,5:18:17,0:01:00,1/11/2026,
50321,Puppy Mill 30,Gov PSA                                                     ,                                                            ,SHORTPSA,5:19:17,0:00:30,1/11/2026,
50320,SSS Letters (Oh No) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,5:38:41,0:00:30,1/11/2026,
50100,ANG Make A Difference 60,                                                            ,                                                            ,LONGPSA,5:39:11,0:01:00,1/11/2026,
50334,Time Machine 30,                                                            ,                                                            ,SHORTPSA,5:40:11,0:00:30,1/11/2026,
50340,Dustin Lynch 30,                                                            ,                                                            ,SHORTPSA,5:53:00,0:00:30,1/11/2026,
50119,Rich Uncle 60,                                                            ,                                                            ,LONGPSA,5:53:30,0:00:59,1/11/2026,
50301,811CBYD2,811,                                                            ,SHORTPSA,5:54:29,0:00:30,1/11/2026,
50032,Dry Chicken SID,Fillmore                                                    ,                                                            ,IDS,5:58:05,0:00:15,1/11/2026,
50312,St. Jude Finding Family Broadcast 30,                                                            ,                                                            ,SHORTPSA,6:12:03,0:00:30,1/11/2026,
50131,LOCAL BLOCK PSA,[CASEY]                                                     ,                                                            ,LONGPSA,6:12:33,0:00:45,1/11/2026,
50378,ISSUEVOTER PSA 03,ISSUEVOTER AND [CASEY]                                      ,                                                            ,SHORTPSA,6:13:18,0:00:30,1/11/2026,
50345,Know It All Test 30,                                                            ,                                                            ,SHORTPSA,6:27:58,0:00:30,1/11/2026,
50143,MADLIBS SPRING 25,MADLIBS and Wax Villain                                     ,                                                            ,LONGPSA,6:28:28,0:00:58,1/11/2026,
50362,LEAD Bees - First 56,Rae!                                                        ,                                                            ,SHORTPSA,6:29:26,0:00:37,1/11/2026,
50384,Compact Discourse 2 30s,                                                            ,                                                            ,SHORTPSA,6:48:53,0:00:32,1/11/2026,
50144,KHARI LEE SESSIONS PSA,[CASEY]                                                     ,                                                            ,LONGPSA,6:49:25,0:00:47,1/11/2026,
50375,Drive Electric Driving Experience AL,AL Clean Fuels Coalition                                    ,                                                            ,SHORTPSA,6:50:13,0:00:30,1/11/2026,
50058,WEGL Golden SID,                                                            ,                                                            ,IDS,6:59:13,0:00:05,1/11/2026,
65651,Hazey Jane I,Nick Drake                                                  ,Bryter Layter                                               ,FOLK2,6:59:18,0:04:27,1/11/2026,
65692,Would You Rather,Phoebe Bridgers                                             ,Stranger In The Alps                                        ,FOLK2,7:03:45,0:03:15,1/11/2026,
65688,Real Thing,Alex G                                                      ,Headlights                                                  ,FOLK2,7:07:00,0:03:18,1/11/2026,
65617,Quiet Houses,Fleet Foxes                                                 ,First Collection 2006-2009                                  ,FOLK2,7:10:18,0:03:32,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,7:13:50,0:00:05,1/11/2026,
50132,UPC HOLIDAY LIGHTS PSA,[CASEY]                                                     ,                                                            ,LONGPSA,7:13:55,0:01:00,1/11/2026,
50310,SSS Bikini 30,Gov PSA                                                     ,                                                            ,SHORTPSA,7:14:55,0:00:30,1/11/2026,
50364,ANG Be First,                                                            ,                                                            ,SHORTPSA,7:15:25,0:00:30,1/11/2026,
65594,You've Got to Hide Your Love Away (2023 Mix),The Beatles                                                 ,The Beatles 1962–1966 (2023 Edition) [The Red Album]        ,FOLK2,7:15:55,0:02:08,1/11/2026,
65593,Out to Pasture,Good Morning                                                ,Out to Pasture / Misery - Single                            ,FOLK2,7:18:03,0:02:36,1/11/2026,
65575,Gold and Green,"Slaughter Beach, Dog                                        ",Birdie                                                      ,FOLK2,7:20:39,0:03:07,1/11/2026,
65573,No Name #3,Elliott Smith                                               ,Roman Candle (Remastered)                                   ,FOLK2,7:23:46,0:03:11,1/11/2026,
30024,Seasame Street Alien ID,                                                            ,                                                            ,IDS,7:26:57,0:00:48,1/11/2026,
50356,COVID Fall 23 Anthony,ADPH                                                        ,                                                            ,SHORTPSA,7:27:45,0:00:30,1/11/2026,
50366,DHR Adoption,                                                            ,                                                            ,SHORTPSA,7:28:15,0:00:30,1/11/2026,
50330,Texting & Driving (Driving Rhythm) 30,Gov PSA                                                     ,                                                            ,SHORTPSA,7:28:45,0:00:30,1/11/2026,
50395,JAZZ BLOCK PSA,[CASEY]                                                     ,                                                            ,SHORTPSA,7:29:15,0:00:33,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,7:29:48,0:00:04,1/11/2026,
65601,Cattails,Big Thief                                                   ,U.F.O.F.                                                    ,FOLK2,7:29:52,0:04:02,1/11/2026,
65548,Marion,Bon Iver                                                    ,"i,i                                                         ",FOLK2,7:33:54,0:02:15,1/11/2026,
65657,Leaves That Are Green,Simon & Garfunkel                                           ,Sounds of Silence                                           ,FOLK2,7:36:09,0:02:21,1/11/2026,
65707,Cyclone (The Village Sessions),Sticky Fingers                                              ,Cyclone (The Village Sessions) - Single                     ,FOLK2,7:38:30,0:04:29,1/11/2026,
50399,CDCZika-KeepStopping-30-English(1),                                                            ,                                                            ,SHORTPSA,7:42:59,0:00:31,1/11/2026,
50125,ASC Get Rich 60,                                                            ,                                                            ,LONGPSA,7:43:30,0:01:00,1/11/2026,
50332,Vaccination,ADPH                                                        ,                                                            ,SHORTPSA,7:44:30,0:00:30,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,7:45:00,0:00:05,1/11/2026,
65590,Blue,Loving                                                      ,Blue - Single                                               ,FOLK2,7:45:05,0:02:20,1/11/2026,
65554,Old Man,Neil Young                                                  ,Harvest                                                     ,FOLK2,7:47:25,0:03:21,1/11/2026,
65654,Love Minus Zero / No Limit,Bob Dylan                                                   ,                                                            ,FOLK2,7:50:46,0:02:47,1/11/2026,
65522,the man that i've become,Zinga & myofascia                                           ,"fearful, forever                                            ",FOLK2,7:53:33,0:03:09,1/11/2026,
50002,Don't Need Television SID,Spongebob & Patrick                                         ,                                                            ,IDS,7:56:42,0:00:09,1/11/2026,
65574,"not a lot, just forever",Adrianne Lenker                                             ,songs                                                       ,FOLK2,7:56:51,0:04:08,1/11/2026,
65679,Run That Body Down,Paul Simon                                                  ,Paul Simon                                                  ,FOLK2,8:00:59,0:03:50,1/11/2026,
65526,Zephora,Zeph Embers                                                 ,TAWL                                                        ,FOLK2,8:04:49,0:05:10,1/11/2026,
65560,English Garden,Great Grandpa                                               ,Four of Arrows                                              ,FOLK2,8:09:59,0:02:40,1/11/2026,
50054,WEGL Jingle Simple,                                                            ,                                                            ,IDS,8:12:39,0:00:05,1/11/2026,
50145,LEAD Pizza Long PSA,RAE!                                                        ,                                                            ,LONGPSA,8:12:44,0:01:12,1/11/2026,
50388,Auburn Veteran's Resource Center PSA,                                                            ,                                                            ,SHORTPSA,8:13:56,0:00:35,1/11/2026,
50352,ADDN COVID VAX,AL Develeopmental Disabilities Network                      ,                                                            ,SHORTPSA,8:14:31,0:00:30,1/11/2026,
